"","K","X1","X2","bias","variance"
"48",4,0,70,0.765843131848835,22.5499749610836
"49",9,0,80,0.566789285528947,21.469004457462
"50",4,0,90,-0.722886237987721,13.0398639533008
"51",7,0,0,0.689968937337765,13.8509584520595
"52",10,0,10,-0.165865393340578,24.034924384863
"53",1,0,20,-0.142466233468804,18.6172221628256
"54",4,0,30,0.732988324490755,13.3703767569091
"55",4,0,40,-0.0251551169415246,23.9780465512944
"56",2,0,50,0.419198556367439,21.8479134268683
"57",10,0,60,-0.28012474792508,19.8172058130219
"58",9,0,70,-0.508495119912515,16.1047815439532
"59",7,0,80,0.338035508979505,14.3658917769601
"60",5,0,90,0.455608907695585,13.650911519627
"61",9,0,0,-0.144012453804239,15.8865072599279
"62",10,0,10,0.67576135519548,18.7822975352983
"63",1,0,20,0.114986830394074,23.5078797687403
"64",8,0,30,-0.249285806612345,19.621141262822
"65",7,0,40,0.438134765458637,12.1385354619873
"66",8,0,50,0.752535152237426,20.9952094635853
"67",10,0,60,0.501349981230752,14.8477186633584
"68",7,0,70,-0.116392658854217,21.688307868129
"69",10,0,80,0.169430299649397,14.0881396678302
"70",10,0,90,0.354794341522326,20.0215624570702
"71",4,0,0,-0.829312862087627,19.245395391167
"72",5,0,10,-0.126245742255626,21.7249627276513
"73",4,0,20,0.163174424159947,11.2994128904245
"74",6,0,30,-0.0823976048657787,20.024136338065
"75",8,0,40,0.131344286048327,14.0908043283268
"76",4,0,50,0.966853837580409,18.2738966735008
"77",9,0,60,0.0593829856035785,24.7586029589106
"78",10,0,70,-0.855757233274544,22.1505708069318
"79",10,0,80,-0.276747688416574,18.4963067724146
"80",9,0,90,-0.0405162285513333,11.3126030849379
"81",6,0,0,0.693689797505896,22.3563792167572
"82",1,0,10,0.106585977787395,19.6318733527346
"83",5,0,20,0.349713307211885,15.456347631109
"84",5,0,30,-0.349983953236469,11.7509671295964
"85",3,0,40,-0.0781945462221738,22.5373193368525
"86",4,0,50,-0.594659965705649,10.1714916892699
"87",2,0,60,0.0936721683616086,21.5368403790419
"88",7,0,70,0.479185601557015,20.5037062092048
"89",6,0,80,-0.865968555277827,23.826274909679
"90",6,0,90,0.844714451495887,10.3421245673846
"91",8,0,0,0.411888776117564,15.9887373809166
"92",2,0,10,-0.227650491899592,21.0693552554535
"93",10,0,20,-0.465751764752942,15.2852972308261
"94",3,0,30,-1.10221831645725,23.0227673131514
"95",3,0,40,1.5974382432986,15.7927574518865
"96",6,0,50,-0.215996712898501,13.1275995184262
"97",4,0,60,-0.767757986889149,10.0184424426642
"98",9,0,70,0.751356128009627,18.3691606220778
"99",6,0,80,-0.0751350698962759,17.6111906680668
"100",3,0,90,-0.144411793280803,21.0416690240441
"101",8,0,0,0.132379362702035,20.3699878538794
"102",5,0,10,0.835347354901383,17.195260973289
"103",2,0,20,0.336039445876217,18.2262527891181
"104",7,0,30,-0.215635352314299,15.0095071355938
"105",2,0,40,0.446753210699578,21.6327201944574
"106",8,0,50,-0.346679044208548,12.871352029681
"107",1,0,60,0.822547051811325,17.3786754533476
"108",10,0,70,-0.754597193455436,10.5507274258799
"109",8,0,80,0.364327024164369,18.4183505909101
"110",2,0,90,0.0616421188962909,15.2064454941467
"111",3,0,0,-0.00089154262530284,14.537621283432
"112",3,0,10,0.694337792727995,23.7339463997936
"113",2,0,20,-0.443986241667956,17.6374768174134
"114",9,0,30,0.439844348313271,13.7595647728277
"115",1,0,40,-0.205699989869832,20.1975829547204
"116",3,0,50,-0.212668178969897,16.3315066420745
"117",2,0,60,0.0229804595457234,11.1725092389428
"118",3,0,70,-0.894799678989643,17.253881214277
"119",7,0,80,-0.278055918134695,10.481896842549
"120",4,0,90,0.362385511040894,18.1481964300637
"121",6,0,0,-0.279639551807945,10.6243951235662
"122",9,0,10,0.0721548283773878,14.618345420615
"123",10,0,20,0.42276116697274,24.6362922980891
"124",10,0,30,-0.582535558064186,23.2363504582478
"125",7,0,40,-0.43294186330828,10.8274992652409
"126",5,0,50,-0.465605053177937,19.45342363564
"127",10,0,60,0.105423492451618,11.4683142623277
"128",7,0,70,-0.374433203509153,24.0839283296237
"129",5,0,80,-0.848751820445118,16.1244346973916
"130",9,0,90,-0.326933853522313,11.0526770272049
"131",5,0,0,0.0974674002991966,13.8509720590721
"132",2,0,10,0.471173971718504,19.2021061509153
"133",4,0,20,-0.722723632562631,11.5459578110786
"134",7,0,30,-0.609759106279439,23.9608382919857
"135",3,0,40,0.331657434976838,19.3990750152007
"136",4,0,50,0.194390395666244,19.3468539625446
"137",4,0,60,0.824793181953829,19.3226249624065
"138",4,0,70,-0.374944959889452,19.138551101611
"139",7,0,80,0.229900005128269,21.3408837565116
"140",1,0,90,-0.443336192063535,19.7663172922189
"141",3,0,0,-0.0818294748193,12.72813466367
"142",4,0,10,0.090521176937543,12.0916799799977
"143",7,0,20,0.280640302294353,18.75711399176
"144",2,0,30,0.263980599454885,11.403021139608
"145",10,0,40,0.436166944907823,23.5250161343002
"146",5,0,50,-0.501094638062606,13.6931372134046
"147",5,0,60,0.426265343300881,15.9519724231212
"148",7,0,70,0.843971401141268,21.4831242276253
"149",9,0,80,0.785168631206691,11.1758662948371
"150",5,0,90,-0.830790364184436,23.7494660892732
"151",2,0,0,-0.571326931007611,18.1259998117467
"152",10,0,10,-0.498726460170631,24.6327352041168
"153",5,0,20,0.0156228775608176,22.0075135030674
"154",6,0,30,-0.134244966464443,24.0573559517253
"155",2,0,40,-0.190008690536644,17.2601995018248
"156",3,0,50,0.436194471474159,15.9741201685284
"157",1,0,60,0.432561609821258,24.2902411122738
"158",1,0,70,0.428144391917436,23.6324340633441
"159",5,0,80,0.732107696978191,24.5487723826919
"160",9,0,90,0.715526103910139,23.2571506611291
"161",2,0,0,0.723336641730688,16.3866575788551
"162",9,0,10,0.0245717852712639,11.2156030616864
"163",7,0,20,-0.633469079033993,19.3494775169965
"164",6,0,30,1.0057012644073,12.4916455158392
"165",8,0,40,-0.487718451172424,23.8292442409309
"166",2,0,50,-0.592448819518542,21.3269398216786
"167",7,0,60,0.309596625712657,17.5691507164164
"168",3,0,70,0.0320531555518628,17.1301972891551
"169",2,0,80,-0.689470242411645,10.638768104812
"170",2,0,90,-0.147209041082223,13.0947294155119
"171",8,0,0,0.717758342455581,22.6133772385872
"172",5,0,10,0.314814321500415,18.9658335159106
"173",2,0,20,-0.367361503975289,21.8216579659503
"174",5,0,30,-0.427155168571555,18.2870290951879
"175",9,0,40,0.238134678901624,14.40450263646
"176",8,0,50,-0.296665389529425,19.6011969755137
"177",7,0,60,-0.551298680130456,23.1102298310198
"178",8,0,70,-1.02042470054671,19.0743568074135
"179",4,0,80,0.126631986314712,20.0361141016591
"180",5,0,90,-0.495289529484922,10.7274574167292
"181",5,0,0,0.50333619966291,16.07769581976
"182",6,0,10,-0.407186799172147,21.3803129130777
"183",2,0,20,-0.544355374570767,10.2947023451312
"184",1,0,30,-1.14886072412908,11.2923886964209
"185",5,0,40,0.290497525503857,24.7470647279321
"186",1,0,50,0.178589936948607,16.4766010852576
"187",4,0,60,-0.0345040244944658,22.8585953666877
"188",6,0,70,-0.00057112797989627,23.3603536140171
"189",4,0,80,0.263517844883438,21.0150327895207
"190",4,0,90,-0.448404306689768,15.4325315404152
"191",7,0,0,-0.300763005090095,15.1410969881174
"192",3,0,10,-0.151219941349096,16.9035524581582
"193",5,0,20,-0.672881237836258,23.5514683447428
"194",7,0,30,0.336113969592463,23.0246354790532
"195",6,0,40,0.0265899880271177,23.715272557752
"196",7,0,50,0.122843576771595,11.5013911726609
"197",5,0,60,0.373809184122769,21.6493485161664
"198",1,0,70,-0.0428184985445684,22.7417813185562
"199",7,0,80,0.672888628201565,23.3924992014393
"200",4,0,90,-0.341452333068585,19.3973870069797
"201",3,0,0,0.367504693301671,24.8190014449857
"202",10,0,10,-0.456576691518245,21.0787539520026
"203",10,0,20,0.830907373397351,20.4478207512524
"204",7,0,30,0.0111670807654706,18.7114298600718
"205",9,0,40,-0.551329920042777,19.4173176886598
"206",4,0,50,-0.417677717832731,11.4664719290979
"207",7,0,60,-0.512635677553421,20.8942454588357
"208",9,0,70,0.00502315612650807,18.201109574107
"209",5,0,80,0.386006107489025,21.3153860680212
"210",10,0,90,-0.0237778916996484,23.8232816085606
"211",1,0,0,0.182198186560703,11.2901287531931
"212",4,0,10,0.461651969209026,24.6489852780611
"213",1,0,20,0.916874653294646,23.6454290713003
"214",7,0,30,-0.367502975121077,16.8757185237234
"215",8,0,40,0.153066793376849,20.7416114940724
"216",10,0,50,0.965097048286405,15.0786311670176
"217",2,0,60,-0.337178432439542,19.3578474347205
"218",3,0,70,-1.57802057447951,13.1455862999035
"219",4,0,80,-0.731040217786231,11.0406551718203
"220",1,0,90,-0.0727266922028531,19.5742569495628
"221",4,0,0,0.785575348778543,22.8387810796747
"222",8,0,10,-0.213525922429979,12.5460945796648
"223",1,0,20,0.495844397686079,24.1046096403224
"224",8,0,30,0.711953140002957,16.0458687467639
"225",3,0,40,0.0236792288217659,20.7885135014501
"226",7,0,50,0.280276519934634,13.6170641402878
"227",10,0,60,0.691257828188438,21.6565640916354
"228",6,0,70,-1.09309215188581,12.167402321264
"229",8,0,80,0.643753998207387,10.8891926360405
"230",4,0,90,0.54522638753632,12.666966769492
"231",5,0,0,-0.224080717485335,16.8906995528318
"232",4,0,10,-0.100967911866865,19.1487820940555
"233",5,0,20,-0.304978130288203,23.6242519209338
"234",9,0,30,-0.753489837112663,22.6846657056186
"235",5,0,40,-0.632701566374336,24.7715002264122
"236",8,0,50,-0.309766482271108,14.4894081225327
"237",10,0,60,0.687975419921912,23.947555402077
"238",6,0,70,0.232525586375125,16.364422094506
"239",4,0,80,0.105363363045921,13.9873868330034
"240",2,0,90,0.130222493250488,24.842385934738
"241",7,0,0,-0.301701582469017,14.1040093070923
"242",4,0,10,-0.205400912776259,12.9986124023567
"243",10,0,20,0.314754571267453,13.2042052683893
"244",7,0,30,-0.519296898096267,22.3634183765318
"245",10,0,40,-0.370304362517537,14.2514892140281
"246",8,0,50,-0.33819966291373,16.1764468759818
"247",4,0,60,0.0209144492906844,11.6050427184462
"248",9,0,70,-0.91503212088493,22.1576995320436
"249",9,0,80,0.0840625816447487,24.1876600896245
"250",4,0,90,-0.173383243870792,22.6047064700331
"251",10,0,0,0.535377264264198,15.823946079876
"252",9,0,10,-0.0351674799488612,21.1843377775483
"253",2,0,20,-1.15108295873654,11.7260055309298
"254",7,0,30,0.656426476422232,11.3747519793484
"255",8,0,40,0.583781347326048,14.8475023276012
"256",6,0,50,0.573540812367218,16.7152962523331
"257",1,0,60,0.0155652972928072,19.3310452620924
"258",10,0,70,-0.692045734516346,13.91441279642
"259",10,0,80,-0.396429855318805,13.1822850435183
"260",3,0,90,0.37868743214335,18.0431767997683
"261",10,0,0,0.209310954251359,19.1714563405289
"262",4,0,10,0.978064382492874,22.1074916774587
"263",3,0,20,-0.506019792009721,21.3988371880501
"264",7,0,30,-0.557733094999793,14.2699681379112
"265",7,0,40,0.323833901985489,22.5731465221587
"266",3,0,50,0.286900582746978,20.2843772230062
"267",4,0,60,0.62618259390345,15.2588161333705
"268",7,0,70,0.0234429538899112,24.4919086772823
"269",1,0,80,-0.423709243306307,23.2594117240339
"270",3,0,90,0.445354167512813,22.4482488315908
"271",1,0,0,-0.967102979132172,22.6113562993112
"272",5,0,10,0.082639690196037,16.0934473584814
"273",8,0,20,0.220020206412241,22.9243998931904
"274",9,0,30,-0.256982237917023,24.1990303560707
"275",2,0,40,-0.0506025842354126,18.226294278714
"276",2,0,50,-0.139366146017746,24.5219214303518
"277",5,0,60,-0.499934087844019,20.246751460324
"278",7,0,70,0.176660617298337,18.7303873763151
"279",9,0,80,0.333637601453137,23.6085648774312
"280",2,0,90,0.400995978421996,20.8547882408349
"281",5,0,0,0.00895764203084381,15.0700987658472
"282",5,0,10,-0.351881424815023,11.3205119827558
"283",3,0,20,-0.259614989736658,22.1838467402643
"284",10,0,30,-0.114043756066632,19.2587251471179
"285",1,0,40,0.249994747905968,18.3698548901466
"286",9,0,50,0.366919814611226,23.0232746070772
"287",2,0,60,0.134770382226908,22.7849355464737
"288",10,0,70,0.101778984493401,17.1476491968044
"289",8,0,80,0.470624631158106,23.6732458194712
"290",7,0,90,0.51787049904137,18.0083646212377
"291",4,0,0,-0.551819925897141,17.6675201311364
"292",9,0,10,-0.332982788565555,16.7869599893444
"293",10,0,20,-0.0618650882838433,16.5764337752316
"294",1,0,30,0.554438775953526,23.5566287960671
"295",8,0,40,0.286126111720165,24.2716314918027
"296",3,0,50,-0.0634010463557045,15.3085238377139
"297",2,0,60,-0.57254366961382,11.6620614801312
"298",2,0,70,0.607712749714899,23.2804461736094
"299",6,0,80,-0.00068481173598589,20.2064226483635
"300",1,0,90,-0.54492356602585,11.1859172968741
"301",1,0,0,-0.528546856537727,14.9975213940609
"302",1,0,10,-0.0298042555791836,15.3434638794754
"303",2,0,20,0.358423642646172,18.2907439401366
"304",4,0,30,0.335251014324145,15.034553032096
"305",7,0,40,-0.201155645006888,18.1435297828563
"306",6,0,50,0.546761561301656,18.8790104535471
"307",10,0,60,0.0960361805173658,14.2407538276748
"308",9,0,70,-0.0235623870041622,10.395202748345
"309",5,0,80,-0.59532214570523,15.0494126137622
"310",5,0,90,-0.754146866208999,11.9467297578666
"311",2,0,0,0.250531357233441,15.2378401820157
"312",10,0,10,0.0771988470308436,16.2504735254101
"313",8,0,20,-0.330324496348382,17.5271785878763
"314",10,0,30,-0.323669450269963,19.9663852695751
"315",7,0,40,0.180970524619852,16.0191616084464
"316",7,0,50,-0.516642482942368,21.9718860039004
"317",10,0,60,1.15815125504165,24.5982999268748
"318",8,0,70,0.101840653692546,16.2480039296892
"319",9,0,80,-0.945586605690205,15.5795944175777
"320",2,0,90,0.398109365135472,20.4730107855036
"321",9,0,0,0.112624764753553,21.7081097415612
"322",2,0,10,0.396179594882654,15.141426333125
"323",10,0,20,0.678283846623287,19.6646952036034
"324",5,0,30,0.382935963251201,17.3934781708512
"325",1,0,40,0.137783871003051,11.378106571608
"326",7,0,50,0.384862712701026,20.8933169507402
"327",5,0,60,-0.651718058646384,23.918016500046
"328",2,0,70,-0.657545454092752,11.208036745705
"329",3,0,80,0.00498965010557458,22.8240040375175
"330",10,0,90,-0.0554943190912386,19.3304791977808
"331",1,0,0,0.414174054467652,16.5088598898953
"332",1,0,10,-0.359577713990713,16.9865923653241
"333",7,0,20,0.478996449961028,15.9603453982893
"334",8,0,30,0.14473422617615,18.47387115071
"335",4,0,40,0.33272120156678,16.0413813250165
"336",3,0,50,0.320891239258884,13.7009882731569
"337",1,0,60,0.0535505900759674,19.2854134826353
"338",7,0,70,0.144376227855755,22.5230763397432
"339",1,0,80,0.997492885484968,12.6817682357025
"340",9,0,90,-0.548747103299032,19.0942253647952
"341",5,0,0,-0.328072690375478,18.9419721387303
"342",8,0,10,-0.239932593506531,12.7504624549715
"343",1,0,20,-0.021198634602094,11.9989953728813
"344",6,0,30,0.00737593603219739,12.319415749718
"345",1,0,40,0.177820085237453,21.4714645919084
"346",4,0,50,1.39770968038334,20.2202376459816
"347",10,0,60,0.057834935550282,20.8709984389073
"348",9,0,70,0.668950616756879,19.4611810327511
"349",4,0,80,-0.400301796956408,24.2376822950643
"350",4,0,90,0.338090768978634,16.876997879501
"351",5,0,0,0.750308999438855,24.3132493568529
"352",3,0,10,-0.116745338348555,13.1561766081949
"353",6,0,20,-1.04077195037649,14.8238247693657
"354",4,0,30,-0.148837604428777,15.7461362801694
"355",10,0,40,0.129179900841795,22.7092844468738
"356",4,0,50,-0.0186752025301338,22.1942451314607
"357",4,0,60,0.653411655191974,16.8644737105279
"358",10,0,70,-0.566815536592332,17.1304832612677
"359",3,0,80,0.294951080227528,12.4381888909865
"360",8,0,90,0.617261736508839,13.2316633260296
"361",4,0,0,0.448142631276942,16.7966180962732
"362",10,0,10,-0.521897872384747,16.9865563678417
"363",10,0,20,0.00279584754140962,11.4050011578742
"364",4,0,30,0.189330243331595,13.569755016862
"365",3,0,40,1.50002005634616,16.3012412604184
"366",7,0,50,-0.268597927381046,13.3105255695874
"367",4,0,60,0.220503165103603,16.1440063706573
"368",2,0,70,0.00954545274662616,24.6479292131625
"369",3,0,80,-0.783422604858638,10.5387307214024
"370",10,0,90,-0.887233000128792,16.4530142204364
"371",5,0,0,-0.454012623342969,22.2037752446549
"372",4,0,10,0.282964239025564,22.9941842878538
"373",3,0,20,-0.248667924975769,14.7895738788183
"374",6,0,30,0.356510453656552,11.0754215325856
"375",1,0,40,0.253187899596892,23.3198657706538
"376",8,0,50,0.782966007617502,20.2520916997577
"377",9,0,60,0.639544234039481,19.6064609618164
"378",1,0,70,0.862323385125075,14.1054949961497
"379",9,0,80,-0.745215147535385,14.8989517598166
"380",8,0,90,0.0549477928462983,15.5193086211815
"381",9,0,0,-0.00039181504387755,11.3337013441086
"382",2,0,10,0.217112797585136,21.6664653240722
"383",9,0,20,0.323411651134204,22.6446012132252
"384",9,0,30,-0.217266261440132,23.9271681062369
"385",4,0,40,-0.268743590933252,18.0844874908792
"386",10,0,50,0.369542139854424,16.3544590959749
"387",10,0,60,0.522051546902115,10.4903292686205
"388",7,0,70,0.822916458923876,13.0973604754763
"389",3,0,80,0.138169865901419,12.6511375714333
"390",4,0,90,0.303426365348143,21.9854769987138
"391",10,0,0,0.956264735610524,15.048032992308
"392",7,0,10,-0.53543549274909,11.9352322311728
"393",2,0,20,-0.643896603415458,21.4690573229153
"394",3,0,30,0.667474886322365,24.022048468694
"395",2,0,40,0.189828294699409,19.2522664813828
"396",9,0,50,0.0980193206189413,13.9192367708001
"397",8,0,60,0.669673411334509,13.0328234426686
"398",3,0,70,-0.231466146978802,18.4320987113287
"399",5,0,80,-0.442902908328341,14.9084705531522
"400",8,0,90,0.368338341833032,10.1408933243343
"401",10,0,0,-0.170231200390181,13.2131302825704
"402",2,0,10,-0.545680859237581,19.0926398653389
"403",10,0,20,-0.241071587264124,13.0126516669308
"404",8,0,30,0.181940277095878,20.5526442873005
"405",9,0,40,0.172882002879884,21.2119778946822
"406",1,0,50,-0.261422837554696,14.2172665075526
"407",3,0,60,-0.309755329617281,15.511702168505
"408",2,0,70,0.226637606235458,21.1932658393596
"409",3,0,80,-0.333307244232666,20.3772979934237
"410",1,0,90,-0.01775691180554,22.5356024994675
"411",7,0,0,0.104075803693053,17.5533091958188
"412",9,0,10,-0.888097546082081,20.7324063873673
"413",6,0,20,-0.240435724120925,15.2956301856155
"414",8,0,30,0.445515480938354,13.4834912770101
"415",6,0,40,0.116565662868582,16.9350305270281
"416",2,0,50,0.789402578034986,11.5514689269228
"417",4,0,60,-0.244176077195052,11.0346237308836
"418",10,0,70,0.835191696565422,19.5474347995084
"419",3,0,80,0.138375240964922,20.4571271712607
"420",2,0,90,0.203522720384247,19.1099942708101
"421",10,0,0,0.176740219355456,23.1528701087174
"422",6,0,10,-0.172500474861864,23.352340170208
"423",10,0,20,-0.252400814797294,14.6142636488596
"424",2,0,30,-0.351119164647157,18.007024393292
"425",1,0,40,-0.120842908366738,13.7968888292504
"426",4,0,50,-0.373261441798462,12.271024540738
"427",7,0,60,-0.225953980420438,18.3519596191675
"428",3,0,70,-0.0387722268759131,12.3811341206778
"429",8,0,80,0.943259986233786,15.0661758804117
"430",3,0,90,0.388489720618176,16.7421989884989
"431",3,0,0,0.237693781898841,19.520668470413
"432",9,0,10,-0.600041825981149,23.4960453459859
"433",1,0,20,0.472939062231599,24.9933488648417
"434",1,0,30,0.209401785393928,22.7257501766315
"435",8,0,40,0.0266568823316639,20.7855621564317
"436",1,0,50,-0.117657491225582,22.3277488550287
"437",10,0,60,0.316827072593053,17.3291776679958
"438",10,0,70,-0.459943154883893,22.6328063392756
"439",2,0,80,-0.0525518821405401,17.6141614351711
"440",3,0,90,-0.590872867780234,13.0497096948704
"441",5,0,0,-0.454175538023592,13.2265072471916
"442",10,0,10,-0.0603973230993055,12.0571134071116
"443",10,0,20,0.222870574350863,12.8069350026569
"444",9,0,30,-0.166029823621688,12.4589375402118
"445",6,0,40,0.702547405277295,22.0992308302638
"446",6,0,50,0.095390007570208,20.631048190424
"447",2,0,60,0.372772302902044,18.7639762519853
"448",8,0,70,0.207596571079338,18.430401857455
"449",4,0,80,-0.868808744836573,23.8163477146032
"450",9,0,90,0.312314617769234,10.7759270282707
"451",4,0,0,0.0384604360435849,16.8717852070199
"452",1,0,10,0.239124457972592,17.4178224455018
"453",3,0,20,0.0589108760367543,21.40027558347
"454",1,0,30,-0.831366287350548,21.3307427366014
"455",1,0,40,0.188417930564965,11.4352880954918
"456",3,0,50,-0.029903445160323,14.3336090379411
"457",8,0,60,0.71739380022406,14.1223522173958
"458",1,0,70,0.352493229288711,12.6221931002761
"459",9,0,80,-0.180603643467841,17.3092599220375
"460",3,0,90,0.0474023514064815,20.2132475311175
"461",9,0,0,-0.72094882193481,21.317001278448
"462",6,0,10,0.354584976025138,24.8327366030331
"463",9,0,20,0.28940817142365,16.0940682363259
"464",7,0,30,0.576008782593538,21.8244392089995
"465",6,0,40,0.386918994378255,11.6753458414942
"466",7,0,50,0.251715238460964,14.6941845661034
"467",7,0,60,0.312819849088871,16.3416963008243
"468",6,0,70,-0.545349869988377,14.7408315473061
"469",2,0,80,0.932588679353574,11.9878489146642
"470",10,0,90,-0.0361797053898464,13.2664850124635
"471",10,0,0,-0.597958261935457,10.2205611315306
"472",4,0,10,-0.266251562860726,23.0647882269419
"473",1,0,20,-0.121034620122387,18.7910626704637
"474",1,0,30,0.288020989753139,22.7755561791257
"475",4,0,40,1.23037864751168,21.719247749423
"476",1,0,50,0.54914800041079,19.015271914754
"477",3,0,60,0.185438510328533,20.8174214665111
"478",1,0,70,0.591433969456542,24.5559524388481
"479",7,0,80,-0.119028854209631,19.6182091025318
"480",1,0,90,0.0130300544446076,14.5251512497622
"481",5,0,0,0.479915346157307,17.9630208412133
"482",1,0,10,-0.609749783779431,10.9051523344357
"483",4,0,20,-0.360979325626588,13.69555183529
"484",7,0,30,0.46363666852732,21.4523575894857
"485",2,0,40,-0.0272206902476832,23.6873015327966
"486",5,0,50,-0.152140606255894,12.1831753730361
"487",7,0,60,0.0425815601833003,20.7218494301693
"488",2,0,70,0.478207487368531,11.9344297724152
"489",10,0,80,-0.565394079828702,12.9167134065576
"490",5,0,90,0.583452045047137,10.0525529530935
"491",8,0,0,-0.0412749341766502,15.0775131999161
"492",8,0,10,0.174834465467358,19.2448790829424
"493",3,0,20,0.300518892753533,19.8978279884805
"494",10,0,30,0.0331778149035512,16.2558621151254
"495",7,0,40,0.325178009420555,18.7154167278072
"496",7,0,50,-0.277364078128131,24.6730457655473
"497",4,0,60,0.185556602662881,20.7580954777287
"498",9,0,70,0.342224727593837,16.7420053891315
"499",2,0,80,0.489994197244239,18.8808861417841
"500",7,0,90,-0.397341839617727,17.3728562532842
"501",9,0,0,0.271069204099986,20.628798375968
"502",5,0,10,-0.125667769223177,23.9461864089214
"503",6,0,20,0.0202470257577178,21.5298611702056
"504",2,0,30,0.205295134645073,19.3566197928931
"505",3,0,40,0.157337924384101,22.7583225425612
"506",2,0,50,0.40728052922533,17.4661237114337
"507",9,0,60,-0.613833594082964,18.5465976989799
"508",9,0,70,0.353376221218962,16.3065763548382
"509",7,0,80,1.09335763089892,13.7404000487631
"510",7,0,90,0.164220919559537,15.0795800053902
"511",8,0,0,-0.608613754587086,16.7212869720817
"512",9,0,10,0.506672795302595,23.8861317140657
"513",4,0,20,0.424249661938558,14.2961132589674
"514",3,0,30,0.342676550115984,13.3608205629763
"515",8,0,40,0.202526547481031,12.5015465604288
"516",6,0,50,0.367369828534996,20.7166074469339
"517",3,0,60,-0.624792148905152,18.1503717783666
"518",8,0,70,-0.249690148298203,22.3524056088772
"519",6,0,80,0.343087838742066,18.7049336943684
"520",3,0,90,-0.400704052661447,17.6107150042708
"521",4,0,0,0.53807504933826,18.0576550857752
"522",10,0,10,0.720114930519133,22.2609200709767
"523",5,0,20,-0.575539158982644,10.6831503946254
"524",6,0,30,0.073753478154456,17.7718215683235
"525",8,0,40,1.12302696424962,21.2087917741407
"526",7,0,50,0.078217220467832,18.1401819842706
"527",10,0,60,0.067087813571351,14.0257041941765
"528",9,0,70,0.682949731184405,19.6721200180749
"529",2,0,80,-0.0976449255226262,11.2805819319146
"530",6,0,90,0.754363539230315,17.1878764406148
"531",3,0,0,-0.283278258093557,16.3230491240969
"532",1,0,10,-0.460379267948094,22.8559078724704
"533",7,0,20,0.685627200576273,16.7441147550696
"534",9,0,30,0.0133512153978328,17.1821726560285
"535",2,0,40,-0.319370863564397,13.232284909228
"536",5,0,50,-1.61531571170047,21.6877273572325
"537",6,0,60,-0.439639360531352,12.3404487246986
"538",10,0,70,0.918664913650642,23.0313344797947
"539",10,0,80,0.0755213686294105,11.7080384726461
"540",2,0,90,-0.268206586277165,14.7824409288296
"541",4,0,0,-0.902779042846848,11.3242801678629
"542",9,0,10,-0.0733607801421403,20.7815313217182
"543",8,0,20,-1.35762662570501,12.4695746112828
"544",7,0,30,0.863282455147086,22.5212858854291
"545",9,0,40,1.04959913189349,19.7510865609647
"546",4,0,50,-0.460114392047664,11.5940023622564
"547",7,0,60,0.0050020473410451,17.6442060509924
"548",7,0,70,-0.298872057684277,20.0240477775821
"549",4,0,80,-0.660210608662084,17.2028064409729
"550",2,0,90,0.60025063058893,10.6095215366122
"551",2,0,0,1.06808683916093,17.6594606479722
